tipo_propuesta_formativa_desc,propuesta_formativa_desc,anio_academico,actividad_desc,periodo_lectivo,catedra_desc,comision_desc,condicion_regularidad_desc,resultado_desc,cantidad_alumnos,total,porcentaje
Ciclo Profesional,Contador Público,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Regular,Regular,113,,
Ciclo Profesional,Contador Público,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Sin Actuación,Sin Actuación,126,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Libre,Libre,10,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Libre,Sin Actuación,29,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Regular,Regular,74,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Libre,Libre,116,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Regular,Regular,71,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Libre,25,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Regular,Regular,73,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Sin Actuación,Sin Actuación,53,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Libre,27,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Regular,Regular,51,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Sin Actuación,Sin Actuación,48,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Libre,Libre,2,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Libre,Sin Actuación,2,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Regular,Regular,10,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Libre,Libre,21,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Regular,Regular,11,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Libre,2,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Regular,Regular,13,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Sin Actuación,Sin Actuación,8,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Regular,Regular,8,,
Ciclo Profesional,Licenciatura en Economía,2019,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Sin Actuación,Sin Actuación,6,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Libre,Libre,54,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Regular,Regular,310,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Libre,Libre,121,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Regular,Regular,257,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Libre,43,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Sin Actuación,80,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Regular,Regular,316,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Libre,15,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Sin Actuación,59,,
Ciclo Profesional,Contador Público,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Regular,Regular,165,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Libre,Libre,23,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Regular,Regular,90,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Libre,Libre,45,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Regular,Regular,117,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Libre,16,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Sin Actuación,27,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Regular,Regular,128,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Libre,11,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Sin Actuación,22,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Regular,Regular,80,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Libre,Libre,3,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA A_11-00015,BATISTELLA  A,Regular,Regular,13,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Libre,Libre,11,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA B_11-00015,BATISTELLA  B,Regular,Regular,13,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Libre,4,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Sin Actuación,5,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Regular,Regular,13,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Libre,1,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Sin Actuación,2,,
Ciclo Profesional,Licenciatura en Economía,2020,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Regular,Regular,7,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA  A,Libre,Libre,87,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA  A,Libre,Sin Actuación,79,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA  A,Regular,Regular,100,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA B,Libre,Libre,100,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA B,Libre,Sin Actuación,113,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA B,Regular,Regular,61,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Libre,117,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Sin Actuación,78,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Regular,Regular,110,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Libre,120,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Sin Actuación,83,,
Ciclo Profesional,Contador Público,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Regular,Regular,99,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA  A,Libre,Libre,37,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA  A,Libre,Sin Actuación,36,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA  A,Regular,Regular,33,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA B,Libre,Libre,35,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA B,Libre,Sin Actuación,45,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA B,Regular,Regular,18,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Libre,41,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Sin Actuación,28,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Regular,Regular,30,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Libre,70,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Sin Actuación,36,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Regular,Regular,53,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA  A,Libre,Libre,2,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA  A,Libre,Sin Actuación,11,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA  A,Regular,Regular,7,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA B,Libre,Libre,4,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA B,Libre,Sin Actuación,12,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,BATISTELLA_11-00015,BATISTELLA B,Regular,Regular,4,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Libre,5,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Libre,Sin Actuación,6,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID NOCHE_11-00015,DAVID NOCHE,Regular,Regular,3,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Libre,4,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Libre,Sin Actuación,5,,
Ciclo Profesional,Licenciatura en Economía,2021,(11-00015) - COSTOS Y GESTION I,11 - PRIMER SEMESTRE,DAVID TARDE_11-00015,DAVID TARDE,Regular,Regular,4,,
Ciclo Profesional,Contador Público,2019,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,STELLA_11-00019,STELLA,Libre,Libre,223,,
Ciclo Profesional,Contador Público,2019,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,STELLA_11-00019,STELLA,Libre,Sin Actuación,96,,
Ciclo Profesional,Contador Público,2019,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,STELLA_11-00019,STELLA,Regular,Regular,670,,
Ciclo Profesional,Contador Público,2019,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,TUTORIA AUDITORIA_11-00019,TUTORIA AUDITORIA 222,Libre,Libre,3,,
Ciclo Profesional,Contador Público,2019,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,TUTORIA AUDITORIA_11-00019,TUTORIA AUDITORIA 222,Libre,Sin Actuación,15,,
Ciclo Profesional,Contador Público,2019,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,TUTORIA AUDITORIA_11-00019,TUTORIA AUDITORIA 222,Regular,Regular,18,,
Ciclo Profesional,Contador Público,2020,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,STELLA_11-00019,STELLA,Libre,Libre,337,,
Ciclo Profesional,Contador Público,2020,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,STELLA_11-00019,STELLA,Libre,Sin Actuación,140,,
Ciclo Profesional,Contador Público,2020,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,STELLA_11-00019,STELLA,Regular,Regular,498,,
Ciclo Profesional,Contador Público,2021,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,STELLA_11-00019,STELLA,Libre,Libre,401,,
Ciclo Profesional,Contador Público,2021,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,STELLA_11-00019,STELLA,Libre,Sin Actuación,172,,
Ciclo Profesional,Contador Público,2021,(11-00019) - AUDITORIA,11 - SEGUNDO SEMESTRE,STELLA_11-00019,STELLA,Regular,Regular,451,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - CURSOS VERANO,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Libre,80,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - CURSOS VERANO,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Sin Actuación,15,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - CURSOS VERANO,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Regular,Regular,69,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - CURSOS VERANO,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Sin Actuación,Sin Actuación,111,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Libre,Libre,32,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Libre,Sin Actuación,37,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Regular,Regular,184,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Sin Actuación,Sin Actuación,1,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,GARZON_11-00021,GARZON,Libre,Libre,48,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,GARZON_11-00021,GARZON,Libre,Sin Actuación,74,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,GARZON_11-00021,GARZON,Regular,Regular,147,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Libre,98,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Sin Actuación,82,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Regular,Regular,77,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,RINALDI_11-00021,RINALDI,Regular,Regular,159,,
Ciclo Profesional,Contador Público,2019,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,RINALDI_11-00021,RINALDI,Sin Actuación,Sin Actuación,87,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - CURSOS VERANO,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Libre,62,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - CURSOS VERANO,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Sin Actuación,66,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - CURSOS VERANO,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Regular,Regular,34,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Libre,Libre,19,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Libre,Sin Actuación,17,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Regular,Regular,272,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,GARZON_11-00021,GARZON,Libre,Libre,78,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,GARZON_11-00021,GARZON,Libre,Sin Actuación,50,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,GARZON_11-00021,GARZON,Regular,Regular,211,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Libre,28,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Sin Actuación,68,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Regular,Regular,118,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,RINALDI_11-00021,RINALDI,Libre,Sin Actuación,87,,
Ciclo Profesional,Contador Público,2020,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,RINALDI_11-00021,RINALDI,Regular,Regular,125,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Libre,Libre,66,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Libre,Sin Actuación,55,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,FREILLE_11-00021,FREILLE,Regular,Regular,175,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,GARZON_11-00021,GARZON,Libre,Libre,28,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,GARZON_11-00021,GARZON,Libre,Sin Actuación,58,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,GARZON_11-00021,GARZON,Regular,Regular,69,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Libre,100,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Libre,Sin Actuación,74,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,IPARRAGUIRRE._11-00021,IPARRAGUIRRE,Regular,Regular,118,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,RINALDI_11-00021,RINALDI,Libre,Sin Actuación,62,,
Ciclo Profesional,Contador Público,2021,(11-00021) - FINANZAS PUBLICAS,11 - PRIMER SEMESTRE,RINALDI_11-00021,RINALDI,Regular,Regular,100,,
Ciclo Profesional,Contador Público,2019,(11-00022) - SOCIEDADES COMERCIALES,11 - PRIMER SEMESTRE,FUSHIMI_11-00022,FUSHIMI,Libre,Libre,64,,
Ciclo Profesional,Contador Público,2019,(11-00022) - SOCIEDADES COMERCIALES,11 - PRIMER SEMESTRE,FUSHIMI_11-00022,FUSHIMI,Libre,Sin Actuación,124,,
Ciclo Profesional,Contador Público,2019,(11-00022) - SOCIEDADES COMERCIALES,11 - PRIMER SEMESTRE,FUSHIMI_11-00022,FUSHIMI,Regular,Regular,603,,
Ciclo Profesional,Contador Público,2019,(11-00022) - SOCIEDADES COMERCIALES,11 - PRIMER SEMESTRE,TUTORIAS SOC CO_11-00022,TUTORIAS SOC CO,Libre,Libre,10,,
Ciclo Profesional,Contador Público,2019,(11-00022) - SOCIEDADES COMERCIALES,11 - PRIMER SEMESTRE,TUTORIAS SOC CO_11-00022,TUTORIAS SOC CO,Libre,Sin Actuación,57,,
Ciclo Profesional,Contador Público,2019,(11-00022) - SOCIEDADES COMERCIALES,11 - PRIMER SEMESTRE,TUTORIAS SOC CO_11-00022,TUTORIAS SOC CO,Regular,Regular,46,,
