tipo_propuesta_formativa_desc,propuesta_formativa_desc,anio_academico,actividad_desc,periodo_lectivo,catedra_desc,comision_desc,condicion_regularidad_desc,resultado_desc,cantidad_alumnos,total,porcentaje
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Libre,37,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Sin Actuación,23,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Regular,Regular,36,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,FIGUERAS_11-00245,FIGUERAS,Libre,Libre,34,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,FIGUERAS_11-00245,FIGUERAS,Libre,Sin Actuación,13,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,FIGUERAS_11-00245,FIGUERAS,Regular,Regular,19,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Libre,Libre,26,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Libre,Sin Actuación,4,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Regular,Regular,36,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,MONCARZ_11-00245,MONCARZ,Libre,Libre,13,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,MONCARZ_11-00245,MONCARZ,Libre,Sin Actuación,7,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,MONCARZ_11-00245,MONCARZ,Regular,Regular,12,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Libre,Libre,15,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Libre,Sin Actuación,13,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Regular,Regular,55,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Libre,8,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Sin Actuación,1,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Regular,Regular,53,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Libre,9,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Sin Actuación,1,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Regular,Regular,17,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Libre,Libre,11,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Libre,Sin Actuación,3,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Regular,Regular,48,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Libre,Libre,8,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Libre,Sin Actuación,4,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Regular,Regular,23,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Libre,Sin Actuación,1,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Regular,Regular,17,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Libre,3,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Sin Actuación,4,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Regular,Regular,7,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,FIGUERAS_11-00245,FIGUERAS,Libre,Libre,5,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,FIGUERAS_11-00245,FIGUERAS,Libre,Sin Actuación,4,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,FIGUERAS_11-00245,FIGUERAS,Regular,Regular,6,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Libre,Libre,4,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Regular,Regular,18,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,MONCARZ_11-00245,MONCARZ,Libre,Libre,1,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,MONCARZ_11-00245,MONCARZ,Libre,Sin Actuación,1,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,MONCARZ_11-00245,MONCARZ,Regular,Regular,3,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Libre,Libre,4,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Regular,Regular,26,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Libre,3,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Sin Actuación,1,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Regular,Regular,35,,
Ciclo Básico,Ciencias Económicas,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Libre,Libre,41,,
Ciclo Básico,Ciencias Económicas,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Libre,Sin Actuación,93,,
Ciclo Básico,Ciencias Económicas,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Regular,Regular,39,,
Ciclo Básico,Contador Público,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Libre,Libre,114,,
Ciclo Básico,Contador Público,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Libre,Sin Actuación,150,,
Ciclo Básico,Contador Público,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Regular,Regular,171,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Libre,Libre,42,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Libre,Sin Actuación,63,,
Ciclo Básico,Licenciatura en Administración,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Regular,Regular,100,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Libre,Libre,4,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Libre,Sin Actuación,10,,
Ciclo Básico,Licenciatura en Economía,2020,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00245,DISTANCIA_245,Regular,Regular,23,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Libre,61,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Sin Actuación,37,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Regular,Regular,25,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Libre,Libre,115,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Regular,Regular,138,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Libre,Libre,100,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Libre,Sin Actuación,31,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Regular,Regular,115,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Libre,Libre,73,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Libre,Sin Actuación,30,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Regular,Regular,156,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Libre,15,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Sin Actuación,36,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Regular,Regular,21,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Libre,Libre,104,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Regular,Regular,14,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Libre,Libre,148,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Regular,Regular,114,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Libre,83,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Sin Actuación,36,,
Ciclo Básico,Ciencias Económicas,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Regular,Regular,131,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Libre,47,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Sin Actuación,34,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Regular,Regular,13,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Libre,Libre,50,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Regular,Regular,59,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Libre,Libre,45,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Libre,Sin Actuación,14,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Regular,Regular,64,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Libre,Libre,25,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Libre,Sin Actuación,16,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Regular,Regular,68,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Libre,41,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Sin Actuación,73,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Regular,Regular,32,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Libre,Libre,129,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Regular,Regular,8,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Libre,Libre,61,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Regular,Regular,57,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Libre,30,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Sin Actuación,15,,
Ciclo Básico,Contador Público,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Regular,Regular,61,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Libre,20,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Sin Actuación,17,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Regular,Regular,7,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Libre,Libre,22,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Regular,Regular,36,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Libre,Libre,25,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Libre,Sin Actuación,3,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Regular,Regular,36,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Libre,Libre,16,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Libre,Sin Actuación,7,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Regular,Regular,56,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Libre,26,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Libre,Sin Actuación,32,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DISTANCIA_11-00245,DISTANCIA,Regular,Regular,11,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Libre,Libre,56,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,GANAME_11-00245,GANAME,Regular,Regular,5,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Libre,Libre,39,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NAVARRO_11-00245,NAVARRO,Regular,Regular,32,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Libre,19,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Libre,Sin Actuación,6,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,NELLI_11-00245,NELLI,Regular,Regular,45,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Libre,2,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Libre,Sin Actuación,2,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARONE_11-00245,BARONE,Regular,Regular,1,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Libre,Libre,7,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,BARRAUD_11-00245,BARRAUD,Regular,Regular,29,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Libre,Libre,3,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,CRISTINA_11-00245,CRISTINA,Regular,Regular,21,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00245) - PRINCIPIOS Y ESTRUCTURA DE LA ECONOMIA,11 - PRIMER SEMESTRE,DESCALZI_11-00245,DESCALZI,Libre,Libre,4,,
